chapter,verse,arabic_original,arabic_clean,arabic_normalized,tokens
9,24,قُلۡ إِن كَانَ ءَابَآؤُكُمۡ وَأَبۡنَآؤُكُمۡ وَإِخۡوَٰنُكُمۡ وَأَزۡوَٰجُكُمۡ وَعَشِيرَتُكُمۡ وَأَمۡوَٰلٌ ٱقۡتَرَفۡتُمُوهَا وَتِجَٰرَةٞ تَخۡشَوۡنَ كَسَادَهَا وَمَسَٰكِنُ تَرۡضَوۡنَهَآ أَحَبَّ إِلَيۡكُم مِّنَ ٱللَّهِ وَرَسُولِهِۦ وَجِهَادٖ فِي سَبِيلِهِۦ فَتَرَبَّصُواْ حَتَّىٰ يَأۡتِيَ ٱللَّهُ بِأَمۡرِهِۦۗ وَٱللَّهُ لَا يَهۡدِي ٱلۡقَوۡمَ ٱلۡفَٰسِقِينَ,قل ان كان ءاباوكم وابناوكم واخونكم وازوجكم وعشيرتكم وامول اقترفتموها وتجرة تخشون كسادها ومسكن ترضونها احب اليكم من الله ورسوله وجهاد في سبيله فتربصوا حتي ياتي الله بامره والله لا يهدي القوم الفسقين,قل ان كان ءاباوكم وابناوكم واخونكم وازوجكم وعشيرتكم وامول اقترفتموها وتجرة تخشون كسادها ومسكن ترضونها احب اليكم من الله ورسوله وجهاد في سبيله فتربصوا حتي ياتي الله بامره والله لا يهدي القوم الفسقين,قل ان كان ءاباوكم وابناوكم واخونكم وازوجكم وعشيرتكم وامول اقترفتموها وتجرة تخشون كسادها ومسكن ترضونها احب اليكم من الله ورسوله وجهاد في سبيله فتربصوا حتي ياتي الله بامره والله لا يهدي القوم الفسقين
9,25,لَقَدۡ نَصَرَكُمُ ٱللَّهُ فِي مَوَاطِنَ كَثِيرَةٖ وَيَوۡمَ حُنَيۡنٍ إِذۡ أَعۡجَبَتۡكُمۡ كَثۡرَتُكُمۡ فَلَمۡ تُغۡنِ عَنكُمۡ شَيۡـٔٗا وَضَاقَتۡ عَلَيۡكُمُ ٱلۡأَرۡضُ بِمَا رَحُبَتۡ ثُمَّ وَلَّيۡتُم مُّدۡبِرِينَ,لقد نصركم الله في مواطن كثيرة ويوم حنين اذ اعجبتكم كثرتكم فلم تغن عنكم شيا وضاقت عليكم الارض بما رحبت ثم وليتم مدبرين,لقد نصركم الله في مواطن كثيرة ويوم حنين اذ اعجبتكم كثرتكم فلم تغن عنكم شيا وضاقت عليكم الارض بما رحبت ثم وليتم مدبرين,لقد نصركم الله في مواطن كثيرة ويوم حنين اذ اعجبتكم كثرتكم فلم تغن عنكم شيا وضاقت عليكم الارض بما رحبت ثم وليتم مدبرين
9,26,ثُمَّ أَنزَلَ ٱللَّهُ سَكِينَتَهُۥ عَلَىٰ رَسُولِهِۦ وَعَلَى ٱلۡمُؤۡمِنِينَ وَأَنزَلَ جُنُودٗا لَّمۡ تَرَوۡهَا وَعَذَّبَ ٱلَّذِينَ كَفَرُواْۚ وَذَٰلِكَ جَزَآءُ ٱلۡكَٰفِرِينَ,ثم انزل الله سكينته علي رسوله وعلي المومنين وانزل جنودا لم تروها وعذب الذين كفروا وذلك جزاء الكفرين,ثم انزل الله سكينته علي رسوله وعلي المومنين وانزل جنودا لم تروها وعذب الذين كفروا وذلك جزاء الكفرين,ثم انزل الله سكينته علي رسوله وعلي المومنين وانزل جنودا لم تروها وعذب الذين كفروا وذلك جزاء الكفرين
9,27,ثُمَّ يَتُوبُ ٱللَّهُ مِنۢ بَعۡدِ ذَٰلِكَ عَلَىٰ مَن يَشَآءُۗ وَٱللَّهُ غَفُورٞ رَّحِيمٞ,ثم يتوب الله من بعد ذلك علي من يشاء والله غفور رحيم,ثم يتوب الله من بعد ذلك علي من يشاء والله غفور رحيم,ثم يتوب الله من بعد ذلك علي من يشاء والله غفور رحيم
9,28,يَـٰٓأَيُّهَا ٱلَّذِينَ ءَامَنُوٓاْ إِنَّمَا ٱلۡمُشۡرِكُونَ نَجَسٞ فَلَا يَقۡرَبُواْ ٱلۡمَسۡجِدَ ٱلۡحَرَامَ بَعۡدَ عَامِهِمۡ هَٰذَاۚ وَإِنۡ خِفۡتُمۡ عَيۡلَةٗ فَسَوۡفَ يُغۡنِيكُمُ ٱللَّهُ مِن فَضۡلِهِۦٓ إِن شَآءَۚ إِنَّ ٱللَّهَ عَلِيمٌ حَكِيمٞ,يايها الذين ءامنوا انما المشركون نجس فلا يقربوا المسجد الحرام بعد عامهم هذا وان خفتم عيلة فسوف يغنيكم الله من فضله ان شاء ان الله عليم حكيم,يايها الذين ءامنوا انما المشركون نجس فلا يقربوا المسجد الحرام بعد عامهم هذا وان خفتم عيلة فسوف يغنيكم الله من فضله ان شاء ان الله عليم حكيم,يايها الذين ءامنوا انما المشركون نجس فلا يقربوا المسجد الحرام بعد عامهم هذا وان خفتم عيلة فسوف يغنيكم الله من فضله ان شاء ان الله عليم حكيم
9,29,قَٰتِلُواْ ٱلَّذِينَ لَا يُؤۡمِنُونَ بِٱللَّهِ وَلَا بِٱلۡيَوۡمِ ٱلۡأٓخِرِ وَلَا يُحَرِّمُونَ مَا حَرَّمَ ٱللَّهُ وَرَسُولُهُۥ وَلَا يَدِينُونَ دِينَ ٱلۡحَقِّ مِنَ ٱلَّذِينَ أُوتُواْ ٱلۡكِتَٰبَ حَتَّىٰ يُعۡطُواْ ٱلۡجِزۡيَةَ عَن يَدٖ وَهُمۡ صَٰغِرُونَ,قتلوا الذين لا يومنون بالله ولا باليوم الاخر ولا يحرمون ما حرم الله ورسوله ولا يدينون دين الحق من الذين اوتوا الكتب حتي يعطوا الجزية عن يد وهم صغرون,قتلوا الذين لا يومنون بالله ولا باليوم الاخر ولا يحرمون ما حرم الله ورسوله ولا يدينون دين الحق من الذين اوتوا الكتب حتي يعطوا الجزية عن يد وهم صغرون,قتلوا الذين لا يومنون بالله ولا باليوم الاخر ولا يحرمون ما حرم الله ورسوله ولا يدينون دين الحق من الذين اوتوا الكتب حتي يعطوا الجزية عن يد وهم صغرون
9,30,وَقَالَتِ ٱلۡيَهُودُ عُزَيۡرٌ ٱبۡنُ ٱللَّهِ وَقَالَتِ ٱلنَّصَٰرَى ٱلۡمَسِيحُ ٱبۡنُ ٱللَّهِۖ ذَٰلِكَ قَوۡلُهُم بِأَفۡوَٰهِهِمۡۖ يُضَٰهِـُٔونَ قَوۡلَ ٱلَّذِينَ كَفَرُواْ مِن قَبۡلُۚ قَٰتَلَهُمُ ٱللَّهُۖ أَنَّىٰ يُؤۡفَكُونَ,وقالت اليهود عزير ابن الله وقالت النصري المسيح ابن الله ذلك قولهم بافوههم يضهون قول الذين كفروا من قبل قتلهم الله اني يوفكون,وقالت اليهود عزير ابن الله وقالت النصري المسيح ابن الله ذلك قولهم بافوههم يضهون قول الذين كفروا من قبل قتلهم الله اني يوفكون,وقالت اليهود عزير ابن الله وقالت النصري المسيح ابن الله ذلك قولهم بافوههم يضهون قول الذين كفروا من قبل قتلهم الله اني يوفكون
9,31,ٱتَّخَذُوٓاْ أَحۡبَارَهُمۡ وَرُهۡبَٰنَهُمۡ أَرۡبَابٗا مِّن دُونِ ٱللَّهِ وَٱلۡمَسِيحَ ٱبۡنَ مَرۡيَمَ وَمَآ أُمِرُوٓاْ إِلَّا لِيَعۡبُدُوٓاْ إِلَٰهٗا وَٰحِدٗاۖ لَّآ إِلَٰهَ إِلَّا هُوَۚ سُبۡحَٰنَهُۥ عَمَّا يُشۡرِكُونَ,اتخذوا احبارهم ورهبنهم اربابا من دون الله والمسيح ابن مريم وما امروا الا ليعبدوا الها وحدا لا اله الا هو سبحنه عما يشركون,اتخذوا احبارهم ورهبنهم اربابا من دون الله والمسيح ابن مريم وما امروا الا ليعبدوا الها وحدا لا اله الا هو سبحنه عما يشركون,اتخذوا احبارهم ورهبنهم اربابا من دون الله والمسيح ابن مريم وما امروا الا ليعبدوا الها وحدا لا اله الا هو سبحنه عما يشركون
9,32,يُرِيدُونَ أَن يُطۡفِـُٔواْ نُورَ ٱللَّهِ بِأَفۡوَٰهِهِمۡ وَيَأۡبَى ٱللَّهُ إِلَّآ أَن يُتِمَّ نُورَهُۥ وَلَوۡ كَرِهَ ٱلۡكَٰفِرُونَ,يريدون ان يطفوا نور الله بافوههم ويابي الله الا ان يتم نوره ولو كره الكفرون,يريدون ان يطفوا نور الله بافوههم ويابي الله الا ان يتم نوره ولو كره الكفرون,يريدون ان يطفوا نور الله بافوههم ويابي الله الا ان يتم نوره ولو كره الكفرون
9,33,هُوَ ٱلَّذِيٓ أَرۡسَلَ رَسُولَهُۥ بِٱلۡهُدَىٰ وَدِينِ ٱلۡحَقِّ لِيُظۡهِرَهُۥ عَلَى ٱلدِّينِ كُلِّهِۦ وَلَوۡ كَرِهَ ٱلۡمُشۡرِكُونَ,هو الذي ارسل رسوله بالهدي ودين الحق ليظهره علي الدين كله ولو كره المشركون,هو الذي ارسل رسوله بالهدي ودين الحق ليظهره علي الدين كله ولو كره المشركون,هو الذي ارسل رسوله بالهدي ودين الحق ليظهره علي الدين كله ولو كره المشركون
9,34,۞يَـٰٓأَيُّهَا ٱلَّذِينَ ءَامَنُوٓاْ إِنَّ كَثِيرٗا مِّنَ ٱلۡأَحۡبَارِ وَٱلرُّهۡبَانِ لَيَأۡكُلُونَ أَمۡوَٰلَ ٱلنَّاسِ بِٱلۡبَٰطِلِ وَيَصُدُّونَ عَن سَبِيلِ ٱللَّهِۗ وَٱلَّذِينَ يَكۡنِزُونَ ٱلذَّهَبَ وَٱلۡفِضَّةَ وَلَا يُنفِقُونَهَا فِي سَبِيلِ ٱللَّهِ فَبَشِّرۡهُم بِعَذَابٍ أَلِيمٖ,يايها الذين ءامنوا ان كثيرا من الاحبار والرهبان لياكلون امول الناس بالبطل ويصدون عن سبيل الله والذين يكنزون الذهب والفضة ولا ينفقونها في سبيل الله فبشرهم بعذاب اليم,يايها الذين ءامنوا ان كثيرا من الاحبار والرهبان لياكلون امول الناس بالبطل ويصدون عن سبيل الله والذين يكنزون الذهب والفضة ولا ينفقونها في سبيل الله فبشرهم بعذاب اليم,يايها الذين ءامنوا ان كثيرا من الاحبار والرهبان لياكلون امول الناس بالبطل ويصدون عن سبيل الله والذين يكنزون الذهب والفضة ولا ينفقونها في سبيل الله فبشرهم بعذاب اليم
9,35,يَوۡمَ يُحۡمَىٰ عَلَيۡهَا فِي نَارِ جَهَنَّمَ فَتُكۡوَىٰ بِهَا جِبَاهُهُمۡ وَجُنُوبُهُمۡ وَظُهُورُهُمۡۖ هَٰذَا مَا كَنَزۡتُمۡ لِأَنفُسِكُمۡ فَذُوقُواْ مَا كُنتُمۡ تَكۡنِزُونَ,يوم يحمي عليها في نار جهنم فتكوي بها جباههم وجنوبهم وظهورهم هذا ما كنزتم لانفسكم فذوقوا ما كنتم تكنزون,يوم يحمي عليها في نار جهنم فتكوي بها جباههم وجنوبهم وظهورهم هذا ما كنزتم لانفسكم فذوقوا ما كنتم تكنزون,يوم يحمي عليها في نار جهنم فتكوي بها جباههم وجنوبهم وظهورهم هذا ما كنزتم لانفسكم فذوقوا ما كنتم تكنزون
9,36,إِنَّ عِدَّةَ ٱلشُّهُورِ عِندَ ٱللَّهِ ٱثۡنَا عَشَرَ شَهۡرٗا فِي كِتَٰبِ ٱللَّهِ يَوۡمَ خَلَقَ ٱلسَّمَٰوَٰتِ وَٱلۡأَرۡضَ مِنۡهَآ أَرۡبَعَةٌ حُرُمٞۚ ذَٰلِكَ ٱلدِّينُ ٱلۡقَيِّمُۚ فَلَا تَظۡلِمُواْ فِيهِنَّ أَنفُسَكُمۡۚ وَقَٰتِلُواْ ٱلۡمُشۡرِكِينَ كَآفَّةٗ كَمَا يُقَٰتِلُونَكُمۡ كَآفَّةٗۚ وَٱعۡلَمُوٓاْ أَنَّ ٱللَّهَ مَعَ ٱلۡمُتَّقِينَ,ان عدة الشهور عند الله اثنا عشر شهرا في كتب الله يوم خلق السموت والارض منها اربعة حرم ذلك الدين القيم فلا تظلموا فيهن انفسكم وقتلوا المشركين كافة كما يقتلونكم كافة واعلموا ان الله مع المتقين,ان عدة الشهور عند الله اثنا عشر شهرا في كتب الله يوم خلق السموت والارض منها اربعة حرم ذلك الدين القيم فلا تظلموا فيهن انفسكم وقتلوا المشركين كافة كما يقتلونكم كافة واعلموا ان الله مع المتقين,ان عدة الشهور عند الله اثنا عشر شهرا في كتب الله يوم خلق السموت والارض منها اربعة حرم ذلك الدين القيم فلا تظلموا فيهن انفسكم وقتلوا المشركين كافة كما يقتلونكم كافة واعلموا ان الله مع المتقين
